City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Jeremoabo,-10.075,-38.4808,71.92,88,91,7.31,BR,2021-11-02 01:32:05
294,Lehi,40.3916,-111.8508,61.68,62,100,11.01,US,2021-11-02 01:32:06
295,Auki,-8.7676,160.7034,83.26,77,66,5.06,SB,2021-11-02 01:32:06
296,Belmonte,-15.8631,-38.8828,79.3,87,76,8.81,BR,2021-11-02 01:32:06
297,Novo Cruzeiro,-17.4681,-41.8753,64.92,97,100,0.98,BR,2021-11-02 01:32:07
298,Alekseyevka,50.6309,38.6903,42.75,94,76,6.46,RU,2021-11-02 01:32:07
299,Marmora,44.4583,7.094,41.94,87,20,11.3,IT,2021-11-02 01:32:08
300,Nantucket,41.2835,-70.0995,56.08,60,1,10.36,US,2021-11-02 01:31:09
301,Santo Antonio Do Ica,-3.1022,-67.9397,75.99,89,9,1.66,BR,2021-11-02 01:32:09
302,Walla Walla,46.0646,-118.343,51.51,89,90,4.61,US,2021-11-02 01:32:09
303,Atherton,53.5237,-2.4935,46.72,94,100,1.99,GB,2021-11-02 01:32:09
304,Huangmei,30.1924,116.025,65.26,63,92,5.79,CN,2021-11-02 01:32:10
305,San Joaquin,37.9333,-121.3011,64.99,78,90,8.05,US,2021-11-02 01:32:10
306,Biggar,55.6167,-3.5167,42.55,95,100,6.98,GB,2021-11-02 01:32:10
307,Kibray,41.3873,69.4641,41.52,48,0,3.91,UZ,2021-11-02 01:32:11
308,Vardo,70.3705,31.1107,41.23,90,100,28.97,NO,2021-11-02 01:32:11
309,Dalnerechensk,45.9339,133.7225,42.93,42,0,1.61,RU,2021-11-02 01:32:11
310,Port Macquarie,-31.4333,152.9167,73.89,60,100,10.38,AU,2021-11-02 01:27:52
311,Puli,23.9664,120.9695,81.21,59,4,4.68,TW,2021-11-02 01:32:12
312,Thurso,58.5927,-3.5259,47.86,82,100,12.66,GB,2021-11-02 01:30:37
313,Ukiah,39.1502,-123.2078,59.43,93,90,4.61,US,2021-11-02 01:30:03
314,Broome,42.2506,-75.833,44.01,66,20,1.99,US,2021-11-02 01:31:37
315,Aleksandrov Gay,50.147,48.5704,43.03,75,15,4.23,RU,2021-11-02 01:32:13
316,Gwanda,-20.9333,29.0,73.33,33,0,9.26,ZW,2021-11-02 01:32:13
317,Fiumicino,41.7675,12.2291,64.35,79,0,5.75,IT,2021-11-02 01:32:13
318,Cherdyn,60.403,56.4787,16.56,91,9,1.68,RU,2021-11-02 01:32:19
319,Port Moresby,-9.4431,147.1797,89.02,66,40,6.58,PG,2021-11-02 01:32:19
320,Havre-Saint-Pierre,50.2334,-63.5986,46.76,76,90,26.46,CA,2021-11-02 01:32:20
321,Mareeba,-17.0,145.4333,82.33,51,16,10.56,AU,2021-11-02 01:28:27
322,Derzhavinsk,51.1,66.3167,38.79,87,100,9.04,KZ,2021-11-02 01:32:20
323,Davila,18.4726,120.5763,87.78,60,11,15.46,PH,2021-11-02 01:32:20
324,Ternate,0.8,127.4,84.78,66,78,3.38,ID,2021-11-02 01:32:21
325,Hay River,60.8156,-115.7999,35.58,55,40,8.05,CA,2021-11-02 01:32:21
326,Arman,59.7,150.1667,15.87,47,96,3.51,RU,2021-11-02 01:32:22
327,Sistranda,63.7256,8.834,53.91,74,56,15.77,NO,2021-11-02 01:31:59
328,Faya,18.3851,42.4509,53.71,47,45,3.38,SA,2021-11-02 01:32:22
329,Carlisle,40.2015,-77.1889,49.42,77,100,4.23,US,2021-11-02 01:29:16
330,Zacapu,19.8333,-101.7167,58.84,78,93,3.47,MX,2021-11-02 01:32:23
331,Olga,43.7444,135.2892,48.38,64,100,5.28,RU,2021-11-02 01:32:23
332,Borba,-4.3878,-59.5939,74.1,99,100,2.48,BR,2021-11-02 01:32:23
333,Tripoli,32.8752,13.1875,74.68,52,0,12.03,LY,2021-11-02 01:32:24
334,Llanes,43.4198,-4.7549,54.86,65,96,15.19,ES,2021-11-02 01:32:24
335,Skegness,53.1436,0.3363,43.09,88,58,10.67,GB,2021-11-02 01:32:24
336,Lubao,14.9167,120.55,84.22,69,59,15.97,PH,2021-11-02 01:32:25
337,Quimper,48.0,-4.1,48.76,93,40,4.61,FR,2021-11-02 01:32:25
338,Talnakh,69.4865,88.3972,-0.42,93,100,11.32,RU,2021-11-02 01:32:25
339,Darnah,32.767,22.6367,70.65,60,62,7.09,LY,2021-11-02 01:32:26
340,Fairfield,41.2668,-73.3162,51.66,72,1,3.44,US,2021-11-02 01:32:26
341,Batsfjord,70.6345,29.7185,40.17,94,100,28.19,NO,2021-11-02 01:32:27
342,Ornskoldsvik,63.2909,18.7153,46.22,100,90,10.36,SE,2021-11-02 01:32:27
343,Bethel,41.3712,-73.414,50.31,73,1,3.44,US,2021-11-02 01:31:59
344,Vao,-22.6667,167.4833,69.46,64,85,17.52,NC,2021-11-02 01:32:27
345,Batemans Bay,-35.7167,150.1833,78.19,60,10,11.77,AU,2021-11-02 01:30:11
346,Kharp,66.8014,65.8081,7.12,87,37,13.56,RU,2021-11-02 01:32:28
347,Kimbe,-5.5502,150.1429,88.65,61,100,4.09,PG,2021-11-02 01:32:28
348,Iranshahr,27.2025,60.6848,67.17,26,3,3.58,IR,2021-11-02 01:32:29
349,Marsa Matruh,31.3525,27.2453,62.8,77,0,5.75,EG,2021-11-02 01:32:29
350,Dingle,10.9995,122.6711,82.83,79,95,14.0,PH,2021-11-02 01:32:29
351,Menongue,-14.6585,17.691,63.9,49,14,4.81,AO,2021-11-02 01:32:30
352,Fortuna,40.5982,-124.1573,58.42,68,40,0.0,US,2021-11-02 01:31:39
353,Loreto,22.2667,-101.9667,62.02,48,6,15.99,MX,2021-11-02 01:32:30
354,Mugur-Aksy,50.35,90.5,12.69,85,100,7.45,RU,2021-11-02 01:32:31
355,Tateyama,34.9833,139.8667,71.1,78,98,10.38,JP,2021-11-02 01:32:31
356,Barranca,-10.75,-77.7667,62.4,89,40,6.78,PE,2021-11-02 01:32:32
357,Novikovo,51.1537,37.8879,40.95,95,71,7.11,RU,2021-11-02 01:32:32
358,Lima,-12.0432,-77.0282,63.9,78,90,11.5,PE,2021-11-02 01:32:00
359,Georgetown,5.4112,100.3354,80.89,90,20,5.01,MY,2021-11-02 01:32:04
360,Dongsheng,39.8161,109.9776,42.82,46,0,14.29,CN,2021-11-02 01:32:33
361,Kudahuvadhoo,2.6708,72.8944,82.67,75,66,16.42,MV,2021-11-02 01:32:33
362,Burns Lake,54.2331,-125.7533,35.02,59,0,2.75,CA,2021-11-02 01:32:34
363,Bathsheba,13.2167,-59.5167,81.21,74,75,9.22,BB,2021-11-02 01:32:34
364,Yerbogachen,61.2767,108.0108,13.46,79,67,11.39,RU,2021-11-02 01:32:35
365,Ridgecrest,35.6225,-117.6709,70.68,23,75,5.99,US,2021-11-02 01:31:49
366,Okhotsk,59.3833,143.3,16.39,58,7,11.9,RU,2021-11-02 01:32:35
367,Penzance,50.1186,-5.5371,49.77,69,89,16.87,GB,2021-11-02 01:32:40
368,Saint-Pierre,-21.3393,55.4781,71.24,67,0,5.75,RE,2021-11-02 01:32:41
369,Souillac,-20.5167,57.5167,70.36,88,40,3.44,MU,2021-11-02 01:32:41
370,Port Lincoln,-34.7333,135.8667,79.25,41,100,15.08,AU,2021-11-02 01:30:38
371,Sorland,67.667,12.6934,47.46,85,93,18.39,NO,2021-11-02 01:32:42
372,Mayumba,-3.432,10.6554,75.63,89,100,4.94,GA,2021-11-02 01:32:42
373,Diego De Almagro,-26.3667,-70.05,61.41,43,0,1.48,CL,2021-11-02 01:32:42
374,Sayyan,15.1718,44.3244,48.7,35,27,5.26,YE,2021-11-02 01:32:43
375,Kailua,21.4022,-157.7394,82.38,70,75,8.05,US,2021-11-02 01:32:43
376,Altay,47.8667,88.1167,31.91,98,100,4.56,CN,2021-11-02 01:32:44
377,New Iberia,30.0035,-91.8187,64.47,81,1,0.0,US,2021-11-02 01:32:44
378,Quatre Cocos,-20.2078,57.7625,70.09,82,15,6.91,MU,2021-11-02 01:32:45
379,Barbacoas,1.6715,-78.1398,74.61,94,100,0.98,CO,2021-11-02 01:32:45
380,Weyburn,49.6668,-103.8511,28.62,69,5,3.44,CA,2021-11-02 01:32:46
381,Poum,-20.2333,164.0167,73.9,63,65,13.78,NC,2021-11-02 01:32:46
382,Moerai,-22.4333,-151.3333,73.96,78,46,22.15,PF,2021-11-02 01:32:46
383,Plesetsk,62.708,40.2916,40.68,97,99,4.72,RU,2021-11-02 01:32:47
384,Wanning,18.8003,110.3967,79.36,83,20,8.03,CN,2021-11-02 01:32:47
385,Benjamin Hill,30.1667,-111.1,70.18,27,86,5.61,MX,2021-11-02 01:32:47
386,Portland,45.5234,-122.6762,51.6,89,90,1.99,US,2021-11-02 01:28:47
387,Shahr-E Babak,30.1165,55.1186,55.22,40,85,3.24,IR,2021-11-02 01:32:48
388,Walvis Bay,-22.9575,14.5053,57.09,94,0,1.14,NA,2021-11-02 01:32:48
389,Dunedin,-45.8742,170.5036,56.8,43,73,11.01,NZ,2021-11-02 01:32:49
390,Coquimbo,-29.9533,-71.3436,58.73,77,90,6.91,CL,2021-11-02 01:32:04
391,Inhambane,-23.865,35.3833,72.46,86,0,10.02,MZ,2021-11-02 01:32:49
392,Pimentel,-6.8367,-79.9342,63.59,85,32,11.43,PE,2021-11-02 01:32:50
393,Stettler,52.3168,-112.7186,29.95,55,0,12.66,CA,2021-11-02 01:32:50
394,Sayan,-11.1361,-77.1933,69.53,64,60,2.42,PE,2021-11-02 01:32:51
395,Longhua,23.6137,114.1919,73.31,75,100,2.3,CN,2021-11-02 01:32:51
396,Dawei,14.0833,98.2,81.37,82,97,3.2,MM,2021-11-02 01:32:51
397,Bandarbeyla,9.4942,50.8122,76.3,75,8,9.71,SO,2021-11-02 01:32:52
398,Riohacha,11.5444,-72.9072,77.41,78,97,8.37,CO,2021-11-02 01:32:52
399,Half Moon Bay,37.4636,-122.4286,63.88,91,90,4.0,US,2021-11-02 01:32:53
400,Paulo Ramos,-4.2167,-45.1833,75.45,93,100,4.18,BR,2021-11-02 01:32:53
401,Campo Largo,-25.4586,-49.5283,62.65,94,98,5.66,BR,2021-11-02 01:32:53
402,Victor Harbor,-35.5667,138.6167,89.69,30,90,11.48,AU,2021-11-02 01:32:54
403,Poya,-21.35,165.15,77.99,45,60,13.8,NC,2021-11-02 01:32:54
404,Ucluelet,48.9329,-125.5528,50.31,90,95,1.01,CA,2021-11-02 01:31:31
405,Gilgit,35.9221,74.3087,46.87,44,1,4.45,PK,2021-11-02 01:32:55
406,Port-Gentil,-0.7193,8.7815,76.37,86,93,5.55,GA,2021-11-02 01:32:55
407,Pilot Butte,50.4668,-104.4178,28.78,72,1,6.91,CA,2021-11-02 01:32:55
408,Skibbereen,51.55,-9.2667,44.4,85,98,8.84,IE,2021-11-02 01:32:56
409,Gobabis,-22.45,18.9667,61.43,22,0,8.3,NA,2021-11-02 01:32:56
410,Chicama,-7.8447,-79.1469,61.34,75,51,5.75,PE,2021-11-02 01:32:57
411,Belgrade,44.804,20.4651,51.46,65,0,4.0,RS,2021-11-02 01:32:57
412,Taixing,32.1667,120.0136,66.96,58,91,8.61,CN,2021-11-02 01:32:57
413,Jaguey Grande,22.5269,-81.1286,72.25,75,17,3.18,CU,2021-11-02 01:32:58
414,Balkhash,46.844,74.9804,36.21,80,0,15.66,KZ,2021-11-02 01:32:58
415,Sulangan,11.1373,123.7228,82.04,78,72,12.95,PH,2021-11-02 01:32:59
416,Vredendal,-31.6683,18.5012,54.23,67,85,4.0,ZA,2021-11-02 01:33:04
417,Tabanan,-8.5413,115.1252,82.8,67,71,4.36,ID,2021-11-02 01:33:05
418,Xuddur,4.1213,43.8894,71.71,81,7,12.35,SO,2021-11-02 01:33:05
419,Calvia,39.5657,2.5062,63.9,65,82,8.72,ES,2021-11-02 01:33:05
420,Kushmurun,52.4503,64.6311,39.81,92,100,17.96,KZ,2021-11-02 01:33:06
421,Bonfim,3.0833,-59.95,81.84,66,100,5.55,BR,2021-11-02 01:33:06
422,Chara,56.9064,118.2631,25.21,95,100,2.64,RU,2021-11-02 01:33:07
423,Paamiut,61.994,-49.6678,36.54,68,100,13.53,GL,2021-11-02 01:33:07
424,Zorritos,-3.6805,-80.6782,73.69,78,22,4.72,PE,2021-11-02 01:33:08
425,Hovd,48.0056,91.6419,31.05,38,46,7.83,MN,2021-11-02 01:33:08
426,Bandar-E Anzali,37.4727,49.4622,60.51,91,100,1.86,IR,2021-11-02 01:33:08
427,Choma,-16.8065,26.9531,74.25,41,79,3.22,ZM,2021-11-02 01:33:09
428,Torbay,47.6666,-52.7314,53.76,98,75,14.97,CA,2021-11-02 01:28:12
429,Kavieng,-2.5744,150.7967,84.56,71,100,7.29,PG,2021-11-02 01:33:10
430,Bonthe,7.5264,-12.505,77.5,84,100,2.86,SL,2021-11-02 01:33:10
431,Worthington,40.0931,-83.018,48.65,62,90,1.01,US,2021-11-02 01:33:10
432,Taltal,-25.4,-70.4833,61.66,77,0,4.63,CL,2021-11-02 01:33:11
433,Uromi,6.7,6.3333,69.3,98,100,4.9,NG,2021-11-02 01:33:11
434,Mgandu,-5.95,34.1333,67.77,63,94,1.01,TZ,2021-11-02 01:33:12
435,Tomatlan,19.9333,-105.25,74.28,88,0,1.48,MX,2021-11-02 01:33:12
436,El Alto,-4.2714,-81.2147,64.51,74,9,9.75,PE,2021-11-02 01:33:12
437,Yatou,37.15,122.3833,55.29,50,100,10.89,CN,2021-11-02 01:33:13
438,Yinchuan,38.4681,106.2731,46.72,42,1,1.95,CN,2021-11-02 01:33:13
439,Nokaneng,-19.6667,22.2667,74.59,12,0,5.5,BW,2021-11-02 01:33:13
440,Rawson,-43.3002,-65.1023,56.88,75,97,30.8,AR,2021-11-02 01:33:14
441,Airai,-8.9266,125.4092,77.79,44,65,3.18,TL,2021-11-02 01:33:14
442,Cherskiy,68.75,161.3,-6.27,94,100,9.48,RU,2021-11-02 01:33:15
443,Banda Aceh,5.5577,95.3222,81.82,74,100,1.95,ID,2021-11-02 01:33:15
444,Ixtapa,20.7,-105.2,74.68,93,9,1.99,MX,2021-11-02 01:33:16
445,Inirida,3.8653,-67.9239,73.65,97,93,2.37,CO,2021-11-02 01:33:16
446,Norwich,52.6278,1.2983,41.14,93,35,4.61,GB,2021-11-02 01:33:16
447,Abalak,58.1286,68.5944,6.73,92,6,6.08,RU,2021-11-02 01:33:17
448,Waingapu,-9.6567,120.2641,87.42,64,97,8.12,ID,2021-11-02 01:33:17
449,Tezu,27.9167,96.1667,74.05,44,0,0.31,IN,2021-11-02 01:33:18
450,Redditch,52.3065,-1.9457,42.98,96,26,5.5,GB,2021-11-02 01:33:18
451,Emba,48.8264,58.1442,38.48,63,0,6.87,KZ,2021-11-02 01:33:19
452,Hokitika,-42.7167,170.9667,58.68,62,7,15.55,NZ,2021-11-02 01:33:19
453,Manzhouli,49.6,117.4333,38.75,57,100,12.55,CN,2021-11-02 01:33:19
454,Havoysund,70.9963,24.6622,47.28,84,100,24.7,NO,2021-11-02 01:33:20
455,Onguday,50.75,86.15,33.96,73,100,4.05,RU,2021-11-02 01:33:20
456,Jinji,23.2281,110.8261,71.26,79,98,4.63,CN,2021-11-02 01:33:20
457,Konigs Wusterhausen,52.3014,13.633,50.11,93,75,6.91,DE,2021-11-02 01:33:21
458,Fare,-16.7,-151.0167,79.84,79,7,12.5,PF,2021-11-02 01:33:21
459,Glinka,54.6404,32.8781,35.51,91,0,6.13,RU,2021-11-02 01:33:21
460,Kruisfontein,-34.0033,24.7314,57.88,79,78,18.86,ZA,2021-11-02 01:33:27
461,Bereda,43.2686,-7.5406,53.91,84,84,6.98,ES,2021-11-02 01:33:27
462,Kaputa,-8.4689,29.6619,68.54,85,98,3.47,ZM,2021-11-02 01:33:28
463,Ambo,-10.1308,-76.2047,62.73,88,68,2.42,PE,2021-11-02 01:33:28
464,Bull Savanna,17.8868,-77.5902,76.17,84,6,4.83,JM,2021-11-02 01:33:28
465,Catuday,16.2923,119.8062,82.18,68,86,8.99,PH,2021-11-02 01:32:03
466,Krasnoselkup,65.7,82.4667,-9.35,98,22,10.09,RU,2021-11-02 01:33:29
467,Goba,7.0167,39.9833,48.96,91,95,0.51,ET,2021-11-02 01:33:29
468,Kyren,51.6828,102.1408,29.01,65,42,2.91,RU,2021-11-02 01:33:30
469,Sao Francisco Do Sul,-26.2433,-48.6381,71.1,100,75,4.61,BR,2021-11-02 01:33:30
470,Carballo,43.213,-8.691,57.0,93,33,7.07,ES,2021-11-02 01:33:31
471,Yulara,-25.2406,130.9889,66.04,100,90,10.36,AU,2021-11-02 01:33:31
472,Nishihara,26.1842,127.7558,74.86,67,75,8.05,JP,2021-11-02 01:33:31
473,Ranipur,27.2879,68.5051,70.36,32,0,8.72,PK,2021-11-02 01:33:32
474,Roebourne,-20.7833,117.1333,80.13,35,0,10.25,AU,2021-11-02 01:31:11
475,Porto-Vecchio,41.591,9.2795,69.33,68,20,23.02,FR,2021-11-02 01:33:32
476,Vanavara,60.34,102.2797,12.2,75,99,7.36,RU,2021-11-02 01:33:33
477,Ouegoa,-20.35,164.4333,78.49,54,30,6.69,NC,2021-11-02 01:33:33
478,Panjakent,39.4952,67.6093,39.0,54,0,4.23,TJ,2021-11-02 01:33:33
479,Camocim,-2.9022,-40.8411,79.32,78,58,13.73,BR,2021-11-02 01:33:34
480,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.59,95,87,3.31,BR,2021-11-02 01:33:34
481,Ashtabula,41.7001,-80.7665,48.45,70,20,9.22,US,2021-11-02 01:30:02
482,Gahanna,40.0192,-82.8793,48.94,59,90,8.05,US,2021-11-02 01:33:12
483,Srednekolymsk,67.45,153.6833,-0.56,86,100,8.88,RU,2021-11-02 01:33:35
484,Mimoso Do Sul,-21.0642,-41.3664,69.84,98,100,4.09,BR,2021-11-02 01:33:35
485,Sachin,21.0833,72.8833,71.49,68,17,6.91,IN,2021-11-02 01:33:36
486,Fort Nelson,58.8053,-122.7002,22.59,74,1,2.3,CA,2021-11-02 01:33:36
487,Bucerias,20.75,-105.3333,77.18,85,0,3.51,MX,2021-11-02 01:33:37
488,Lagos,6.5833,3.75,73.72,90,100,5.23,NG,2021-11-02 01:31:21
489,Anadyr,64.75,177.4833,-10.7,77,82,13.42,RU,2021-11-02 01:33:37
490,Shiyan,32.6475,110.7781,61.38,68,29,2.8,CN,2021-11-02 01:33:37
491,Kichera,55.9375,110.0997,26.1,86,76,2.8,RU,2021-11-02 01:33:38
492,Morris,40.8334,-74.5329,51.08,79,40,0.0,US,2021-11-02 01:33:38
493,Ivanivka,46.7208,34.553,52.14,87,100,9.86,UA,2021-11-02 01:33:38
494,Adrar,20.5022,-10.0711,79.5,17,65,9.86,MR,2021-11-02 01:33:39
495,Kasane,-17.8167,25.15,74.86,46,12,3.67,BW,2021-11-02 01:33:39
496,Torremolinos,36.6204,-4.4998,71.64,74,75,5.75,ES,2021-11-02 01:33:40
497,Turinsk,58.0458,63.696,11.73,80,2,4.83,RU,2021-11-02 01:33:40
498,Flinders,-34.5833,150.8552,77.2,54,11,8.99,AU,2021-11-02 01:33:40
499,Bonavista,48.6499,-53.1147,53.11,95,100,13.87,CA,2021-11-02 01:33:41
500,Zhoucheng,35.9122,116.3117,59.02,57,96,11.86,CN,2021-11-02 01:33:41
501,Waddan,29.1614,16.139,69.49,25,0,3.56,LY,2021-11-02 01:33:41
502,Birao,10.2849,22.7882,73.24,77,96,4.09,CF,2021-11-02 01:33:42
503,Xai-Xai,-25.0519,33.6442,71.71,73,0,11.61,MZ,2021-11-02 01:33:42
504,Kangalassy,62.3464,129.9628,21.13,91,100,10.65,RU,2021-11-02 01:33:43
505,Obo,5.3998,26.4869,66.9,99,100,4.52,CF,2021-11-02 01:33:48
506,La Candelaria,9.6855,-63.4038,72.03,89,73,5.37,VE,2021-11-02 01:33:49
507,Ketchikan,55.3422,-131.6461,48.67,57,1,4.61,US,2021-11-02 01:33:03
508,Bombay,19.0144,72.8479,82.38,69,100,4.61,IN,2021-11-02 01:33:04
509,Dzilam Gonzalez,21.2833,-88.9333,72.28,76,16,4.76,MX,2021-11-02 01:33:49
510,Lampa,-33.2833,-70.9,64.63,67,75,9.22,CL,2021-11-02 01:33:50
511,Gazanjyk,39.2446,55.5154,54.97,45,59,11.34,TM,2021-11-02 01:33:50
512,Neiafu,-18.65,-173.9833,79.03,82,52,12.46,TO,2021-11-02 01:33:50
513,Sola,-13.8833,167.55,80.49,76,62,21.09,VU,2021-11-02 01:33:51
514,Lucea,18.451,-78.1736,78.66,78,5,11.01,JM,2021-11-02 01:33:52
515,Verkhnyaya Inta,65.9811,60.3094,3.07,92,12,3.76,RU,2021-11-02 01:33:52
516,Baracoa,20.3467,-74.4958,77.31,87,9,4.23,CU,2021-11-02 01:33:52
517,Miraflores,19.2167,-98.8083,66.87,78,94,3.65,MX,2021-11-02 01:33:53
518,Lieksa,63.3167,30.0167,45.09,90,100,13.8,FI,2021-11-02 01:33:53
519,Talara,-4.5772,-81.2719,65.19,81,18,9.4,PE,2021-11-02 01:33:54
520,Lircay,-12.9896,-74.7205,50.61,78,100,4.25,PE,2021-11-02 01:33:54
521,Midland,31.9974,-102.0779,68.05,71,40,9.22,US,2021-11-02 01:33:54
522,Haines Junction,60.7522,-137.5108,33.75,60,31,0.0,CA,2021-11-02 01:33:55
523,Broken Hill,-31.95,141.4333,83.91,21,100,12.66,AU,2021-11-02 01:33:55
524,Leh,34.1667,77.5833,22.33,75,83,3.27,IN,2021-11-02 01:32:02
525,Mandera,3.9366,41.867,78.4,69,73,8.34,KE,2021-11-02 01:33:56
526,Lompoc,34.6391,-120.4579,64.54,82,1,10.36,US,2021-11-02 01:33:56
527,Chapais,49.7834,-74.8492,31.78,88,100,16.15,CA,2021-11-02 01:33:57
528,Tari,12.4086,4.4914,76.73,25,12,6.33,NG,2021-11-02 01:33:57
529,Borova,50.1763,30.1043,43.25,91,88,5.75,UA,2021-11-02 01:33:57
530,Ordu,40.9086,37.6845,50.5,75,100,4.23,TR,2021-11-02 01:33:58
531,Yekaterinovka,52.0508,44.3451,39.42,78,0,2.75,RU,2021-11-02 01:33:58
532,Douentza,14.9951,-2.9517,84.33,19,31,4.76,ML,2021-11-02 01:33:58
533,Camabatela,-8.1881,15.375,60.85,99,100,3.8,AO,2021-11-02 01:33:59
534,Salym,60.0625,71.4789,10.74,93,94,5.1,RU,2021-11-02 01:33:59
535,Dabat,12.9842,37.765,53.37,64,99,6.04,ET,2021-11-02 01:34:00
536,Grindavik,63.8424,-22.4338,34.27,75,40,18.41,IS,2021-11-02 01:34:00
537,Bharatpur,27.2167,77.4833,66.97,57,0,5.79,IN,2021-11-02 01:34:01
538,Merced,37.1666,-120.7516,66.43,66,98,2.26,US,2021-11-02 01:30:06
539,Jibuti,11.5,42.5,71.02,56,41,7.27,DJ,2021-11-02 01:33:06
540,Santa Maria,-29.6842,-53.8069,69.1,88,0,3.44,BR,2021-11-02 01:30:30
541,Bodmin,50.4715,-4.7243,49.08,81,20,11.5,GB,2021-11-02 01:34:02
542,Malpura,26.2833,75.3833,69.15,42,0,4.54,IN,2021-11-02 01:34:02
543,Sumbawanga,-7.9667,31.6167,59.41,87,95,1.41,TZ,2021-11-02 01:34:03
544,Kunming,25.0389,102.7183,58.93,88,75,6.71,CN,2021-11-02 01:33:04
545,Axim,4.8699,-2.2405,77.54,89,78,5.88,GH,2021-11-02 01:34:03
546,Mezhdurechensk,53.6942,88.0603,35.47,97,100,11.99,RU,2021-11-02 01:34:04
547,Tazmalt,36.3868,4.3989,65.34,83,30,4.16,DZ,2021-11-02 01:34:04
548,Sikasso,10.9167,-7.0,76.57,76,88,4.03,ML,2021-11-02 01:34:05
549,Entre Rios,-11.9419,-38.0844,71.69,96,44,4.74,BR,2021-11-02 01:34:05
550,Moindou,-21.6924,165.677,75.15,52,53,17.65,NC,2021-11-02 01:34:05
551,Isla Mujeres,21.2311,-86.731,79.59,65,16,13.56,MX,2021-11-02 01:34:06
552,Solnechnyy,50.7214,136.6319,38.52,39,7,4.27,RU,2021-11-02 01:34:11
553,Waiouru,-39.4833,175.6667,64.72,35,100,6.67,NZ,2021-11-02 01:34:11
554,Mikropolis,41.1935,23.8157,52.93,87,37,1.57,GR,2021-11-02 01:34:12
555,Beian,63.6559,9.5683,54.01,54,0,24.16,NO,2021-11-02 01:34:12
556,Bairiki,1.3292,172.9752,87.8,62,20,8.05,KI,2021-11-02 01:34:13
557,Kashi,39.4547,75.9797,43.23,38,0,6.71,CN,2021-11-02 01:34:13
558,Manavadar,21.5,70.1333,71.4,52,6,5.48,IN,2021-11-02 01:34:14
559,Ahipara,-35.1667,173.1667,62.78,67,9,18.7,NZ,2021-11-02 01:34:14
560,Rocha,-34.4833,-54.3333,62.67,98,99,7.27,UY,2021-11-02 01:30:26
561,Riyadh,24.6877,46.7219,64.54,29,1,2.46,SA,2021-11-02 01:30:24
562,Arys,42.4252,68.795,37.62,58,0,5.19,KZ,2021-11-02 01:34:15
563,Mahajanga,-15.7167,46.3167,78.82,83,40,3.44,MG,2021-11-02 01:34:15
564,Nizwa,22.9333,57.5333,73.49,24,3,4.88,OM,2021-11-02 01:34:16
565,Los Llanos De Aridane,28.6585,-17.9182,65.95,74,0,3.0,ES,2021-11-02 01:34:16
566,Talcahuano,-36.7167,-73.1167,55.08,82,0,9.22,CL,2021-11-02 01:34:16
567,Pangkalanbuun,-2.6833,111.6167,83.07,79,100,2.73,ID,2021-11-02 01:30:19
568,Svetlogorsk,52.6333,29.7333,37.98,95,47,7.25,BY,2021-11-02 01:34:17
569,Novy Bydzov,50.2415,15.4908,47.43,94,100,9.06,CZ,2021-11-02 01:34:18
570,Marsassoum,12.8275,-15.9806,75.04,81,7,5.53,SN,2021-11-02 01:34:18
571,Neepawa,50.2289,-99.4664,34.2,74,55,5.14,CA,2021-11-02 01:34:18
572,Baykit,61.67,96.37,-5.44,100,88,1.92,RU,2021-11-02 01:34:19
573,Worland,44.0169,-107.9554,39.67,80,1,4.61,US,2021-11-02 01:31:44
574,Kemin,42.7846,75.6892,42.4,76,14,4.54,KG,2021-11-02 01:34:19
575,Svetlyy,54.675,20.1347,39.96,74,0,13.24,RU,2021-11-02 01:34:20
576,Ulladulla,-35.35,150.4667,74.88,61,6,12.97,AU,2021-11-02 01:34:20
577,Tananger,58.9333,5.6,50.32,89,75,13.8,NO,2021-11-02 01:34:20
578,Kirkenaer,60.4564,12.0582,47.98,91,100,8.68,NO,2021-11-02 01:34:21
579,Tilichiki,60.4667,166.1,-0.96,87,10,8.25,RU,2021-11-02 01:34:21
580,Saint-Francois,46.4154,3.9054,48.47,93,90,4.61,FR,2021-11-02 01:34:21
581,Naze,28.3667,129.4833,72.52,58,100,16.62,JP,2021-11-02 01:34:22
582,Villorba,45.7213,12.2531,55.67,93,90,4.61,IT,2021-11-02 01:34:22
583,Newport,51.5877,-2.9984,45.86,90,11,4.52,GB,2021-11-02 01:34:23
584,Fairbanks,64.8378,-147.7164,32.59,79,90,1.01,US,2021-11-02 01:30:02
585,Xuanzhou,30.9525,118.7553,63.1,76,99,10.71,CN,2021-11-02 01:34:23
586,Caucaia,-3.7361,-38.6531,82.35,79,75,14.97,BR,2021-11-02 01:34:23
587,Buzovna,40.5179,50.1139,57.29,88,90,0.0,AZ,2021-11-02 01:34:24
588,Chernyshevskiy,63.0128,112.4714,13.06,87,100,13.96,RU,2021-11-02 01:34:24
589,Tautira,-17.7333,-149.15,84.0,81,100,8.86,PF,2021-11-02 01:34:24
590,Westport,41.1415,-73.3579,54.99,71,1,3.0,US,2021-11-02 01:34:25
